"transab_cat","year","hgtyp1hh","n","percent","lower_confidence","upper_confidence","value"
"Complete transfer dependency","2016","(Married) couple without C. ","37","0.0024804903474788","0.00134445672439438","0.00361652397056323","5"
"Complete transfer dependency","2016","Single parent ","98","0.047168808123751","0.0384051511177806","0.0559324651297214","5"
"Complete transfer dependency","2016","Couple + C. LE 16 ","108","0.0122550571545359","0.00940583269270882","0.0151042816163631","5"
"Complete transfer dependency","2016","Couple + C. GT 16 ","24","","","","5"
"Complete transfer dependency","2016","Couple + C. LE and GT 16","40","0.0182603330611898","0.0127620923661914","0.0237585737561882","5"
"High transfer dependency","2016","Single parent ","265","0.0982445535905998","0.0859404900172333","0.110548617163966","3"
"High transfer dependency","2016","1-pers.-HH","106","0.0352060794479807","0.0290481903068142","0.0413639685891471","3"
"High transfer dependency","2016","(Married) couple without C. ","93","0.0107023144060273","0.00835233495543653","0.0130522938566181","3"
"High transfer dependency","2016","Couple + C. LE 16 ","179","0.0253729372714043","0.0213005301103736","0.029445344432435","3"
"High transfer dependency","2016","Couple + C. GT 16 ","72","0.0216387636738347","0.0162941022570941","0.0269834250905753","3"
"High transfer dependency","2016","Couple + C. LE and GT 16","81","0.0302150883209848","0.0231856459209616","0.0372445307210081","3"
"Low transfer dependency","2016","Single parent ","308","0.108509679009268","0.095652594659539","0.121366763358998","2"
"Low transfer dependency","2016","Couple + C. LE 16 ","663","0.123186073752392","0.114675063521571","0.131697083983213","2"
"Low transfer dependency","2016","1-pers.-HH","162","0.0452579101446611","0.0383125297455113","0.0522032905438109","2"
"Low transfer dependency","2016","(Married) couple without C. ","215","0.0298230116041634","0.0259382627355426","0.0337077604727843","2"
"Low transfer dependency","2016","Couple + C. LE and GT 16","281","0.101896365454187","0.089473728171756","0.114319002736618","2"
"Low transfer dependency","2016","Couple + C. GT 16 ","107","0.040164306992337","0.0329520209231439","0.0473765930615302","2"
"No transfer dependency","2016","1-pers.-HH","2591","0.7713153633158","0.757282695642313","0.785348030989287","0"
"No transfer dependency","2016","(Married) couple without C. ","6091","0.83725990473067","0.828829680130939","0.8456901293304","0"
"No transfer dependency","2016","Single parent ","200","0.138978938238485","0.124679093575517","0.153278782901454","0"
"No transfer dependency","2016","Couple + C. LE 16 ","64","0.0128214802531107","0.00990799034083534","0.015734970165386","0"
"No transfer dependency","2016","Couple + C. GT 16 ","597","0.256482595177171","0.240441689808233","0.27252350054611","0"
"No transfer dependency","2016","Couple + C. LE and GT 16","","","","","0"
"Very high transfer dependency","2016","1-pers.-HH","102","0.0282666057159147","0.0227290749879374","0.0338041364438919","4"
"Very high transfer dependency","2016","Couple + C. LE 16 ","144","0.0137046628125241","0.0106938465462475","0.0167154790788006","4"
"Very high transfer dependency","2016","Couple + C. GT 16 ","17","","","","4"
"Very high transfer dependency","2016","(Married) couple without C. ","62","0.00588582634260065","0.004138863891095","0.00763278879410631","4"
"Very high transfer dependency","2016","Single parent ","187","0.0739921614323355","0.0631715917529012","0.0848127311117697","4"
"Very high transfer dependency","2016","Couple + C. LE and GT 16","112","0.0356158098057857","0.0280052310599084","0.043226388551663","4"
"Very low transfer dependency","2016","1-pers.-HH","335","0.0779043392588497","0.0689491541355583","0.0868595243821412","1"
"Very low transfer dependency","2016","(Married) couple without C. ","867","0.11384845256906","0.106594423667697","0.121102481470423","1"
"Very low transfer dependency","2016","Couple + C. LE 16 ","4570","0.812659788756033","0.802555250449727","0.822764327062339","1"
"Very low transfer dependency","2016","Couple + C. GT 16 ","2030","0.672167911642693","0.654924667568401","0.689411155716986","1"
"Very low transfer dependency","2016","Couple + C. LE and GT 16","1764","0.814012403357853","0.798034170958167","0.829990635757539","1"
"Very low transfer dependency","2016","Single parent ","1190","0.53310585960556","0.512482193098268","0.553729526112852","1"
"Complete transfer dependency","2017","1-pers.-HH","528","0.0493777944668306","0.0429703220325034","0.0557852669011579","5"
"Complete transfer dependency","2017","(Married) couple without C. ","82","0.00334905396867161","0.00210396124441905","0.00459414669292416","5"
"Complete transfer dependency","2017","Single parent ","261","0.0532946434562253","0.0445124895362304","0.0620767973762203","5"
"Complete transfer dependency","2017","Couple + C. LE 16 ","804","0.0161258357718225","0.013129378641492","0.019122292902153","5"
"Complete transfer dependency","2017","Couple + C. GT 16 ","29","","","","5"
"Complete transfer dependency","2017","Couple + C. LE and GT 16","223","0.0149645008720111","0.0103755886666444","0.0195534130773777","5"
"High transfer dependency","2017","Single parent ","265","0.0928926185736096","0.0815432473898433","0.104241989757376","3"
"High transfer dependency","2017","Couple + C. LE and GT 16","135","0.0353468928852642","0.0283675602781262","0.0423262254924022","3"
"High transfer dependency","2017","(Married) couple without C. ","124","0.0123491676087611","0.00996909810211331","0.0147292371154089","3"
"High transfer dependency","2017","1-pers.-HH","159","0.029078282278662","0.0241090029779267","0.0340475615793972","3"
"High transfer dependency","2017","Couple + C. LE 16 ","288","0.0346708258454639","0.0303187447101731","0.0390229069807548","3"
"High transfer dependency","2017","Couple + C. GT 16 ","71","0.0234402618713735","0.0183389176138758","0.0285416061288713","3"
"Low transfer dependency","2017","Single parent ","343","0.125350276426373","0.112404396448055","0.138296156404692","2"
"Low transfer dependency","2017","Couple + C. LE 16 ","622","0.0975772378357366","0.0905180220943097","0.104636453577164","2"
"Low transfer dependency","2017","(Married) couple without C. ","203","0.0239034319273193","0.0206115397410454","0.0271953241135933","2"
"Low transfer dependency","2017","1-pers.-HH","225","0.0435445552143959","0.0375090139068145","0.0495800965219773","2"
"Low transfer dependency","2017","Couple + C. GT 16 ","122","0.0327922340215169","0.0267874224367601","0.0387970456062737","2"
"Low transfer dependency","2017","Couple + C. LE and GT 16","261","0.0865363793421885","0.0759096975019611","0.0971630611824159","2"
"No transfer dependency","2017","1-pers.-HH","2948","0.770052047562709","0.757607138179314","0.782496956946103","0"
"No transfer dependency","2017","(Married) couple without C. ","6843","0.839535054693924","0.831625016432713","0.847445092955136","0"
"No transfer dependency","2017","Single parent ","210","0.14959088409017","0.135645889033961","0.16353587914638","0"
"No transfer dependency","2017","Couple + C. LE 16 ","76","0.0144490267823118","0.0116102187995511","0.0172878347650725","0"
"No transfer dependency","2017","Couple + C. LE and GT 16","3","","","","0"
"No transfer dependency","2017","Couple + C. GT 16 ","650","0.250993037769977","0.236373697994705","0.265612377545249","0"
"Very high transfer dependency","2017","1-pers.-HH","127","0.0260777684908483","0.0213645857595592","0.0307909512221374","4"
"Very high transfer dependency","2017","Couple + C. LE 16 ","218","0.0203677238813719","0.0170074090692275","0.0237280386935163","4"
"Very high transfer dependency","2017","Couple + C. GT 16 ","39","0.0072402281034602","0.00438163590013096","0.0100988203067894","4"
"Very high transfer dependency","2017","Single parent ","176","0.0627775269741989","0.053293881831925","0.0722611721164727","4"
"Very high transfer dependency","2017","(Married) couple without C. ","62","0.00355992553046676","0.00227636861791469","0.00484348244301883","4"
"Very high transfer dependency","2017","Couple + C. LE and GT 16","114","0.034466698890463","0.027571668836557","0.041361728944369","4"
"Very low transfer dependency","2017","1-pers.-HH","405","0.0818695519865548","0.073761242306989","0.0899778616661206","1"
"Very low transfer dependency","2017","(Married) couple without C. ","957","0.117303366270857","0.110368628339301","0.124238104202413","1"
"Very low transfer dependency","2017","Couple + C. LE 16 ","4780","0.816809349883293","0.807607202677415","0.826011497089172","1"
"Very low transfer dependency","2017","Couple + C. GT 16 ","2468","0.683247145810114","0.667561472100382","0.698932819519845","1"
"Very low transfer dependency","2017","Couple + C. LE and GT 16","1953","0.828626157096748","0.814383065182889","0.842869249010608","1"
"Very low transfer dependency","2017","Single parent ","1258","0.516094050479423","0.496555301479956","0.535632799478889","1"
"Complete transfer dependency","2018","1-pers.-HH","601","0.0446616047644929","0.0388150561736366","0.0505081533553491","5"
"Complete transfer dependency","2018","(Married) couple without C. ","105","0.00415265269303018","0.00274865399916561","0.00555665138689476","5"
"Complete transfer dependency","2018","Single parent ","302","0.0501424039638996","0.0417147443317864","0.0585700635960127","5"
"Complete transfer dependency","2018","Couple + C. LE 16 ","1010","0.0202172776535718","0.0168745517933097","0.0235600035138339","5"
"Complete transfer dependency","2018","Couple + C. GT 16 ","64","0.00390800671484183","0.00173229849105444","0.00608371493862923","5"
"Complete transfer dependency","2018","Couple + C. LE and GT 16","364","0.0198611476570993","0.0147088536183924","0.0250134416958063","5"
"High transfer dependency","2018","1-pers.-HH","237","0.0357960152490487","0.0305375914063318","0.0410544390917656","3"
"High transfer dependency","2018","(Married) couple without C. ","144","0.0141783373988667","0.0115971511355022","0.0167595236622311","3"
"High transfer dependency","2018","Single parent ","268","0.0803462702547353","0.069849149563729","0.0908433909457416","3"
"High transfer dependency","2018","Couple + C. LE 16 ","332","0.0276422241324629","0.0237484202583957","0.0315360280065302","3"
"High transfer dependency","2018","Couple + C. GT 16 ","85","0.0168507177423112","0.0123623109251121","0.0213391245595102","3"
"High transfer dependency","2018","Couple + C. LE and GT 16","179","0.0475732522489965","0.0397127213294519","0.055433783168541","3"
"Low transfer dependency","2018","Single parent ","335","0.108553267114265","0.0965404653622139","0.120566068866317","2"
"Low transfer dependency","2018","Couple + C. LE and GT 16","251","0.0834048240456531","0.0731945115000201","0.0936151365912861","2"
"Low transfer dependency","2018","(Married) couple without C. ","213","0.026242820964713","0.0227527190565823","0.0297329228728437","2"
"Low transfer dependency","2018","1-pers.-HH","271","0.0412890301378245","0.0356576483181443","0.0469204119575047","2"
"Low transfer dependency","2018","Couple + C. LE 16 ","592","0.0884624634386409","0.0817180943644991","0.0952068325127827","2"
"Low transfer dependency","2018","Couple + C. GT 16 ","128","0.0371274485117459","0.0305341121266823","0.0437207848968095","2"
"No transfer dependency","2018","1-pers.-HH","3097","0.775576753441723","0.763768107610417","0.787385399273029","0"
"No transfer dependency","2018","(Married) couple without C. ","6576","0.838801879067625","0.830773697279721","0.846830060855528","0"
"No transfer dependency","2018","Single parent ","210","0.141851671076738","0.128378383783768","0.155324958369709","0"
"No transfer dependency","2018","Couple + C. LE 16 ","73","0.0112256171500909","0.00872338124593021","0.0137278530542516","0"
"No transfer dependency","2018","Couple + C. GT 16 ","597","0.24001509196673","0.225121651374188","0.254908532559271","0"
"No transfer dependency","2018","Couple + C. LE and GT 16","6","","","","0"
"Very high transfer dependency","2018","1-pers.-HH","173","0.0280197559282492","0.0233487041854511","0.0326908076710473","4"
"Very high transfer dependency","2018","Couple + C. LE 16 ","359","0.0153957877601769","0.0124715927109764","0.0183199828093773","4"
"Very high transfer dependency","2018","Couple + C. GT 16 ","36","0.00942273520665337","0.00605369689576084","0.0127917735175459","4"
"Very high transfer dependency","2018","Single parent ","204","0.0640103871285783","0.0545581218169721","0.0734626524401844","4"
"Very high transfer dependency","2018","Couple + C. LE and GT 16","134","0.0241113008219963","0.018446754498409","0.0297758471455836","4"
"Very high transfer dependency","2018","(Married) couple without C. ","67","0.00548767920905996","0.00387478101697937","0.00710057740114056","4"
"Very low transfer dependency","2018","1-pers.-HH","416","0.0746568404786619","0.0672174047200846","0.0820962762372392","1"
"Very low transfer dependency","2018","(Married) couple without C. ","954","0.111136630666706","0.104274584577347","0.117998676756064","1"
"Very low transfer dependency","2018","Couple + C. LE 16 ","4444","0.837056629865057","0.828285201869743","0.84582805786037","1"
"Very low transfer dependency","2018","Couple + C. GT 16 ","2249","0.692675999857718","0.676586720704274","0.708765279011162","1"
"Very low transfer dependency","2018","Single parent ","1257","0.555096000461784","0.535905231996993","0.574286768926574","1"
"Very low transfer dependency","2018","Couple + C. LE and GT 16","1883","0.824126337245855","0.810067416962403","0.838185257529308","1"
"Complete transfer dependency","2019","1-pers.-HH","472","0.0427273628960185","0.0370291175146122","0.0484256082774248","5"
"Complete transfer dependency","2019","(Married) couple without C. ","105","0.00350682877217059","0.002257161685619","0.00475649585872218","5"
"Complete transfer dependency","2019","Single parent ","289","0.0367327954820718","0.029175611591262","0.0442899793728816","5"
"Complete transfer dependency","2019","Couple + C. LE 16 ","954","0.0250521864927103","0.0212546271914626","0.028849745793958","5"
"Complete transfer dependency","2019","Couple + C. GT 16 ","62","0.00163202097201321","0.000216097337786103","0.00304794460624032","5"
"Complete transfer dependency","2019","Couple + C. LE and GT 16","430","0.0195227021010118","0.0144820402682579","0.0245633639337656","5"
"High transfer dependency","2019","1-pers.-HH","203","0.0334029326350832","0.0283401962385826","0.0384656690315838","3"
"High transfer dependency","2019","(Married) couple without C. ","131","0.0135308065640511","0.0110884813451799","0.0159731317829224","3"
"High transfer dependency","2019","Single parent ","216","0.0783682998206953","0.0675711649313342","0.0891654347100563","3"
"High transfer dependency","2019","Couple + C. LE 16 ","316","0.0276373814699578","0.0236539840723963","0.0316207788675194","3"
"High transfer dependency","2019","Couple + C. GT 16 ","57","0.0132731101672564","0.00925874872170165","0.0172874716128112","3"
"High transfer dependency","2019","Couple + C. LE and GT 16","129","0.0358286352966983","0.0290570387425716","0.042600231850825","3"
"Low transfer dependency","2019","Single parent ","281","0.13365956829823","0.119988453469164","0.147330683127295","2"
"Low transfer dependency","2019","1-pers.-HH","240","0.0410540400807702","0.0354636089997249","0.0466444711618154","2"
"Low transfer dependency","2019","(Married) couple without C. ","223","0.0287094711392837","0.0251793707118755","0.032239571566692","2"
"Low transfer dependency","2019","Couple + C. LE and GT 16","221","0.0802485526900347","0.0703504336666923","0.090146671713377","2"
"Low transfer dependency","2019","Couple + C. LE 16 ","497","0.0898325575361913","0.0828844170362692","0.0967806980361134","2"
"Low transfer dependency","2019","Couple + C. GT 16 ","118","0.0354126914877615","0.0289296040152875","0.0418957789602354","2"
"No transfer dependency","2019","1-pers.-HH","3295","0.769703961081238","0.75784148431495","0.781566437847526","0"
"No transfer dependency","2019","(Married) couple without C. ","7047","0.833408819359312","0.825531926529931","0.841285712188694","0"
"No transfer dependency","2019","Single parent ","238","0.154297225054817","0.139784547434484","0.16880990267515","0"
"No transfer dependency","2019","Couple + C. LE 16 ","81","0.0149491593775436","0.0120004717294132","0.0178978470256739","0"
"No transfer dependency","2019","Couple + C. GT 16 ","626","0.256814775628103","0.241490139249103","0.272139412007104","0"
"No transfer dependency","2019","Couple + C. LE and GT 16","11","","","","0"
"Very high transfer dependency","2019","1-pers.-HH","151","0.025219583738444","0.0208019202101959","0.0296372472666922","4"
"Very high transfer dependency","2019","Couple + C. LE 16 ","276","0.0102329819022733","0.00778753265765147","0.0126784311468952","4"
"Very high transfer dependency","2019","Couple + C. GT 16 ","42","0.0136522953278587","0.00958177902951429","0.0177228116262031","4"
"Very high transfer dependency","2019","Single parent ","143","0.0622033135575521","0.05249998539072","0.0719066417243842","4"
"Very high transfer dependency","2019","Couple + C. LE and GT 16","134","0.0288438047219693","0.022746054320742","0.0349415551231966","4"
"Very high transfer dependency","2019","(Married) couple without C. ","52","0.00488548317623299","0.00341150796576644","0.00635945838669954","4"
"Very low transfer dependency","2019","1-pers.-HH","478","0.0878921195684466","0.0799145912801592","0.0958696478567339","1"
"Very low transfer dependency","2019","(Married) couple without C. ","1038","0.115958590988949","0.109190165434987","0.122727016542912","1"
"Very low transfer dependency","2019","Couple + C. LE 16 ","4382","0.832295733221324","0.823217487121328","0.841373979321319","1"
"Very low transfer dependency","2019","Couple + C. GT 16 ","2217","0.679215106417007","0.662841578521871","0.695588634312143","1"
"Very low transfer dependency","2019","Couple + C. LE and GT 16","1969","0.834403242028943","0.820860308900249","0.847946175157636","1"
"Very low transfer dependency","2019","Single parent ","1213","0.534738797786634","0.514699667013951","0.554777928559317","1"
