"plh0106","year","bula_h","pgcasmin","n","percent","lower_confidence","upper_confidence"
"Less important","1990","Baden-Württemberg","(1c) basic vocational qualification","119","0.273880272879898","0.232949479436539","0.314811066323256"
"Less important","1990","Baden-Württemberg","(2b) intermediate general qualification","16","","",""
"Less important","1990","Baden-Württemberg","(2a) intermediate vocational","31","0.185498217366596","0.129637371368561","0.24135906336463"
"Less important","1990","Baden-Württemberg","(2c_gen) general maturity certificate","3","","",""
"Less important","1990","Baden-Württemberg","(2c_voc) vocational maturity certificate","11","","",""
"Less important","1990","Baden-Württemberg","(3a) lower tertiary education","12","","",""
"Less important","1990","Baden-Württemberg","(3b) higher tertiary education","7","","",""
"Less important","1990","Bavaria","(0) in school","5","","",""
"Less important","1990","Bavaria","(1a) inadequately completed","","","",""
"Less important","1990","Bavaria","(1b) general elementary school","72","0.340877246044","0.279350658844705","0.402403833243295"
"Less important","1990","Bavaria","(1c) basic vocational qualification","152","0.304694576954568","0.265095543767019","0.344293610142117"
"Less important","1990","Bavaria","(2b) intermediate general qualification","11","","",""
"Less important","1990","Bavaria","(2a) intermediate vocational","47","0.225308642940708","0.16933359353198","0.281283692349437"
"Less important","1990","Bavaria","(2c_gen) general maturity certificate","","","",""
"Less important","1990","Bavaria","(2c_voc) vocational maturity certificate","9","","",""
"Less important","1990","Bavaria","(3a) lower tertiary education","9","","",""
"Less important","1990","Bavaria","(3b) higher tertiary education","18","","",""
"Less important","1990","Berlin","(0) in school","","","",""
"Less important","1990","Berlin","(1a) inadequately completed","1","","",""
"Less important","1990","Berlin","(1b) general elementary school","13","","",""
"Less important","1990","Berlin","(1c) basic vocational qualification","18","","",""
"Less important","1990","Berlin","(2b) intermediate general qualification","5","","",""
"Less important","1990","Berlin","(2a) intermediate vocational","16","","",""
"Less important","1990","Berlin","(2c_gen) general maturity certificate","1","","",""
"Less important","1990","Berlin","(2c_voc) vocational maturity certificate","2","","",""
"Less important","1990","Berlin","(3a) lower tertiary education","","","",""
"Less important","1990","Berlin","(3b) higher tertiary education","2","","",""
"Less important","1990","Brandenburg","(0) in school","","","",""
"Less important","1990","Brandenburg","(1a) inadequately completed","","","",""
"Less important","1990","Brandenburg","(1b) general elementary school","","","",""
"Less important","1990","Brandenburg","(1c) basic vocational qualification","","","",""
"Less important","1990","Brandenburg","(2b) intermediate general qualification","","","",""
"Less important","1990","Brandenburg","(2a) intermediate vocational","","","",""
"Less important","1990","Brandenburg","(2c_gen) general maturity certificate","","","",""
"Less important","1990","Brandenburg","(2c_voc) vocational maturity certificate","","","",""
"Less important","1990","Brandenburg","(3a) lower tertiary education","","","",""
"Less important","1990","Brandenburg","(3b) higher tertiary education","","","",""
"Less important","1990","Mecklenburg-Western Pomerania","(0) in school","","","",""
"Less important","1990","Mecklenburg-Western Pomerania","(1a) inadequately completed","","","",""
"Less important","1990","Mecklenburg-Western Pomerania","(1b) general elementary school","","","",""
"Less important","1990","Mecklenburg-Western Pomerania","(1c) basic vocational qualification","","","",""
"Less important","1990","Mecklenburg-Western Pomerania","(2b) intermediate general qualification","","","",""
"Less important","1990","Mecklenburg-Western Pomerania","(2a) intermediate vocational","","","",""
"Less important","1990","Mecklenburg-Western Pomerania","(2c_gen) general maturity certificate","","","",""
"Less important","1990","Mecklenburg-Western Pomerania","(2c_voc) vocational maturity certificate","","","",""
"Less important","1990","Mecklenburg-Western Pomerania","(3a) lower tertiary education","","","",""
"Less important","1990","Mecklenburg-Western Pomerania","(3b) higher tertiary education","","","",""
"Less important","1990","Saxony","(0) in school","","","",""
"Less important","1990","Saxony","(1a) inadequately completed","","","",""
"Less important","1990","Saxony","(1b) general elementary school","","","",""
"Less important","1990","Saxony","(1c) basic vocational qualification","","","",""
"Less important","1990","Saxony","(2b) intermediate general qualification","","","",""
"Less important","1990","Saxony","(2a) intermediate vocational","","","",""
"Less important","1990","Saxony","(2c_gen) general maturity certificate","","","",""
"Less important","1990","Saxony","(2c_voc) vocational maturity certificate","","","",""
"Less important","1990","Saxony","(3a) lower tertiary education","","","",""
"Less important","1990","Saxony","(3b) higher tertiary education","","","",""
"Less important","1990","Saxony-Anhalt","(0) in school","","","",""
"Less important","1990","Saxony-Anhalt","(1a) inadequately completed","","","",""
"Less important","1990","Saxony-Anhalt","(1b) general elementary school","","","",""
"Less important","1990","Saxony-Anhalt","(1c) basic vocational qualification","","","",""
"Less important","1990","Saxony-Anhalt","(2b) intermediate general qualification","","","",""
"Less important","1990","Saxony-Anhalt","(2a) intermediate vocational","","","",""
"Less important","1990","Saxony-Anhalt","(2c_gen) general maturity certificate","","","",""
"Less important","1990","Saxony-Anhalt","(2c_voc) vocational maturity certificate","","","",""
"Less important","1990","Saxony-Anhalt","(3a) lower tertiary education","","","",""
"Less important","1990","Saxony-Anhalt","(3b) higher tertiary education","","","",""
"Less important","1990","Thuringia","(0) in school","","","",""
"Less important","1990","Thuringia","(1a) inadequately completed","","","",""
"Less important","1990","Thuringia","(1b) general elementary school","","","",""
"Less important","1990","Thuringia","(1c) basic vocational qualification","","","",""
"Less important","1990","Thuringia","(2b) intermediate general qualification","","","",""
"Less important","1990","Thuringia","(2a) intermediate vocational","","","",""
"Less important","1990","Thuringia","(2c_gen) general maturity certificate","","","",""
"Less important","1990","Thuringia","(2c_voc) vocational maturity certificate","","","",""
"Less important","1990","Thuringia","(3a) lower tertiary education","","","",""
"Less important","1990","Thuringia","(3b) higher tertiary education","","","",""
"Quite unimportant","1990","Schleswig-Holstein","(0) in school","","","",""
"Quite unimportant","1990","Schleswig-Holstein","(1a) inadequately completed","","","",""
"Quite unimportant","1990","Schleswig-Holstein","(1b) general elementary school","3","","",""
"Quite unimportant","1990","Schleswig-Holstein","(1c) basic vocational qualification","6","","",""
"Quite unimportant","1990","Schleswig-Holstein","(2b) intermediate general qualification","","","",""
"Quite unimportant","1990","Schleswig-Holstein","(2a) intermediate vocational","3","","",""
"Quite unimportant","1990","Schleswig-Holstein","(2c_gen) general maturity certificate","","","",""
"Quite unimportant","1990","Schleswig-Holstein","(2c_voc) vocational maturity certificate","","","",""
"Quite unimportant","1990","Schleswig-Holstein","(3a) lower tertiary education","","","",""
"Quite unimportant","1990","Schleswig-Holstein","(3b) higher tertiary education","","","",""
"Quite unimportant","1990","Hamburg","(0) in school","","","",""
"Quite unimportant","1990","Hamburg","(1a) inadequately completed","","","",""
"Quite unimportant","1990","Hamburg","(1b) general elementary school","","","",""
"Quite unimportant","1990","Hamburg","(1c) basic vocational qualification","2","","",""
"Quite unimportant","1990","Hamburg","(2b) intermediate general qualification","","","",""
"Quite unimportant","1990","Hamburg","(2a) intermediate vocational","","","",""
"Quite unimportant","1990","Hamburg","(2c_gen) general maturity certificate","","","",""
"Quite unimportant","1990","Hamburg","(2c_voc) vocational maturity certificate","","","",""
"Quite unimportant","1990","Hamburg","(3a) lower tertiary education","1","","",""
"Quite unimportant","1990","Hamburg","(3b) higher tertiary education","","","",""
"Quite unimportant","1990","Lower Saxony","(0) in school","","","",""
"Quite unimportant","1990","Lower Saxony","(1a) inadequately completed","","","",""
"Quite unimportant","1990","Lower Saxony","(1b) general elementary school","16","","",""
"Quite unimportant","1990","Lower Saxony","(1c) basic vocational qualification","9","","",""
"Quite unimportant","1990","Lower Saxony","(2b) intermediate general qualification","2","","",""
"Quite unimportant","1990","Lower Saxony","(2a) intermediate vocational","3","","",""
"Quite unimportant","1990","Lower Saxony","(2c_gen) general maturity certificate","","","",""
"Quite unimportant","1990","Lower Saxony","(2c_voc) vocational maturity certificate","1","","",""
"Quite unimportant","1990","Lower Saxony","(3a) lower tertiary education","1","","",""
"Quite unimportant","1990","Lower Saxony","(3b) higher tertiary education","1","","",""
"Quite unimportant","1990","Bremen","(0) in school","","","",""
"Quite unimportant","1990","Bremen","(1a) inadequately completed","","","",""
"Quite unimportant","1990","Bremen","(1b) general elementary school","1","","",""
"Quite unimportant","1990","Bremen","(1c) basic vocational qualification","3","","",""
"Quite unimportant","1990","Bremen","(2b) intermediate general qualification","","","",""
"Quite unimportant","1990","Bremen","(2a) intermediate vocational","1","","",""
"Quite unimportant","1990","Bremen","(2c_gen) general maturity certificate","1","","",""
"Quite unimportant","1990","Bremen","(2c_voc) vocational maturity certificate","","","",""
"Quite unimportant","1990","Bremen","(3a) lower tertiary education","","","",""
"Quite unimportant","1990","Bremen","(3b) higher tertiary education","","","",""
"Quite unimportant","1990","North Rhine-Westphalia","(0) in school","","","",""
