"party","year","e11103","migback","n","percent","lower_confidence","upper_confidence","value"
"PDS/Linke","1990","Full Time","direct migration background","","","","","5"
"PDS/Linke","1990","Full Time","indirect migration background","","","","","5"
"PDS/Linke","1990","Part Time","no migration background","","","","","5"
"PDS/Linke","1990","Not Working","indirect migration background","","","","","5"
"PDS/Linke","1990","Part Time","direct migration background","","","","","5"
"PDS/Linke","1990","Part Time","indirect migration background","","","","","5"
"PDS/Linke","1990","Not Working","no migration background","","","","","5"
"PDS/Linke","1990","Not Working","direct migration background","","","","","5"
"SPD","1990","Full Time","no migration background","873","0.490820857895156","0.467745574934668","0.513896140855645","2"
"SPD","1990","Full Time","direct migration background","392","0.605726967920818","0.564200091446387","0.64725384439525","2"
"SPD","1990","Part Time","indirect migration background","18","","","","2"
"SPD","1990","Full Time","indirect migration background","25","","","","2"
"SPD","1990","Part Time","no migration background","373","0.496086481266156","0.460422377384012","0.531750585148301","2"
"SPD","1990","Not Working","indirect migration background","26","","","","2"
"SPD","1990","Part Time","direct migration background","94","0.54388360284442","0.459236305558854","0.628530900129986","2"
"SPD","1990","Not Working","direct migration background","173","0.519201166344528","0.459383395257405","0.57901893743165","2"
"SPD","1990","Not Working","no migration background","690","0.456289242492121","0.431074684906147","0.481503800078095","2"
"AfD","1991","Full Time","direct migration background","","","","","7"
"AfD","1991","Full Time","no migration background","","","","","7"
"AfD","1991","Not Working","indirect migration background","","","","","7"
"AfD","1991","Full Time","indirect migration background","","","","","7"
"AfD","1991","Part Time","no migration background","","","","","7"
"AfD","1991","Part Time","direct migration background","","","","","7"
"AfD","1991","Part Time","indirect migration background","","","","","7"
"AfD","1991","Not Working","no migration background","","","","","7"
"AfD","1991","Not Working","direct migration background","","","","","7"
"CDU/CSU","1991","Full Time","direct migration background","42","0.475538675813342","0.368741909332956","0.582335442293728","1"
"CDU/CSU","1991","Part Time","no migration background","289","0.377784520034546","0.343561889630197","0.412007150438895","1"
"CDU/CSU","1991","Full Time","no migration background","692","0.405462354819749","0.38224560295515","0.428679106684349","1"
"CDU/CSU","1991","Full Time","indirect migration background","2","","","","1"
"CDU/CSU","1991","Part Time","direct migration background","21","","","","1"
"CDU/CSU","1991","Not Working","no migration background","671","0.472543725911258","0.446622538573599","0.498464913248918","1"
"CDU/CSU","1991","Part Time","indirect migration background","","","","","1"
"CDU/CSU","1991","Not Working","direct migration background","53","0.495903566142982","0.398394986041441","0.593412146244522","1"
"CDU/CSU","1991","Not Working","indirect migration background","6","","","","1"
"FDP","1991","Full Time","no migration background","88","0.0538835062980231","0.0432068136142664","0.0645601989817799","3"
"FDP","1991","Part Time","direct migration background","","","","","3"
"FDP","1991","Full Time","indirect migration background","","","","","3"
"FDP","1991","Part Time","no migration background","41","0.0535107924952386","0.0376253459841246","0.0693962390063526","3"
"FDP","1991","Not Working","indirect migration background","","","","","3"
"FDP","1991","Not Working","no migration background","69","0.0596487216734115","0.0473520864815155","0.0719453568653075","3"
"FDP","1991","Not Working","direct migration background","3","","","","3"
"FDP","1991","Full Time","direct migration background","4","","","","3"
"FDP","1991","Part Time","indirect migration background","","","","","3"
"NPD Combination","1991","Full Time","no migration background","24","","","","6"
"NPD Combination","1991","Full Time","indirect migration background","","","","","6"
"NPD Combination","1991","Part Time","no migration background","9","","","","6"
"NPD Combination","1991","Not Working","no migration background","8","","","","6"
"NPD Combination","1991","Full Time","direct migration background","1","","","","6"
"NPD Combination","1991","Part Time","direct migration background","","","","","6"
"NPD Combination","1991","Part Time","indirect migration background","1","","","","6"
"NPD Combination","1991","Not Working","direct migration background","2","","","","6"
"NPD Combination","1991","Not Working","indirect migration background","","","","","6"
"Other","1991","Part Time","direct migration background","","","","","8"
"Other","1991","Full Time","no migration background","8","","","","8"
"Other","1991","Full Time","direct migration background","","","","","8"
"Other","1991","Full Time","indirect migration background","","","","","8"
"Other","1991","Part Time","no migration background","6","","","","8"
"Other","1991","Part Time","indirect migration background","","","","","8"
"Other","1991","Not Working","no migration background","5","","","","8"
"Other","1991","Not Working","direct migration background","","","","","8"
"Other","1991","Not Working","indirect migration background","","","","","8"
"PDS/Linke","1991","Full Time","no migration background","","","","","5"
"PDS/Linke","1991","Full Time","direct migration background","","","","","5"
"PDS/Linke","1991","Full Time","indirect migration background","","","","","5"
"PDS/Linke","1991","Part Time","no migration background","1","","","","5"
"PDS/Linke","1991","Part Time","direct migration background","","","","","5"
"PDS/Linke","1991","Not Working","no migration background","2","","","","5"
"PDS/Linke","1991","Part Time","indirect migration background","","","","","5"
"PDS/Linke","1991","Not Working","indirect migration background","1","","","","5"
"PDS/Linke","1991","Not Working","direct migration background","","","","","5"
"SPD","1991","Full Time","direct migration background","34","0.413447587602018","0.308136986480077","0.518758188723958","2"
"SPD","1991","Part Time","indirect migration background","6","","","","2"
"SPD","1991","Not Working","indirect migration background","3","","","","2"
"SPD","1991","Full Time","no migration background","812","0.46872051695649","0.445123613505087","0.492317420407894","2"
"SPD","1991","Not Working","direct migration background","40","0.426059495716853","0.329619770092688","0.522499221341018","2"
"SPD","1991","Full Time","indirect migration background","5","","","","2"
"SPD","1991","Part Time","no migration background","370","0.472806303665247","0.437565351382171","0.508047255948323","2"
"SPD","1991","Part Time","direct migration background","14","","","","2"
"SPD","1991","Not Working","no migration background","607","0.418724642550918","0.393109553204808","0.444339731897027","2"
"AfD","1992","Full Time","no migration background","","","","","7"
"AfD","1992","Full Time","direct migration background","","","","","7"
"AfD","1992","Not Working","indirect migration background","","","","","7"
"AfD","1992","Part Time","no migration background","","","","","7"
"AfD","1992","Part Time","direct migration background","","","","","7"
"AfD","1992","Full Time","indirect migration background","","","","","7"
"AfD","1992","Part Time","indirect migration background","","","","","7"
"AfD","1992","Not Working","no migration background","","","","","7"
"AfD","1992","Not Working","direct migration background","","","","","7"
"CDU/CSU","1992","Full Time","no migration background","879","0.40195975379949","0.381619447551625","0.422300060047354","1"
"CDU/CSU","1992","Full Time","direct migration background","86","0.311500048628024","0.26656357112005","0.356436526135999","1"
"CDU/CSU","1992","Part Time","no migration background","320","0.376881156233369","0.344935661908105","0.408826650558632","1"
