"party","year","hgtyp1hh","sex","n","percent","lower_confidence","upper_confidence","value"
"NPD","1988","1-pers.-HH","Male","","","","","6"
"NPD","1988","1-pers.-HH","Female","","","","","6"
"NPD","1988","(Married) couple without C. ","Male","","","","","6"
"NPD","1988","Couple + C. LE 16 ","Female","","","","","6"
"NPD","1988","Single parent ","Female","","","","","6"
"NPD","1988","(Married) couple without C. ","Female","","","","","6"
"NPD","1988","Single parent ","Male","","","","","6"
"NPD","1988","Couple + C. GT 16 ","Male","","","","","6"
"NPD","1988","Couple + C. GT 16 ","Female","","","","","6"
"NPD","1988","Couple + C. LE and GT 16","Male","","","","","6"
"NPD","1988","Couple + C. LE and GT 16","Female","","","","","6"
"Other","1988","(Married) couple without C. ","Female","5","","","","8"
"Other","1988","Single parent ","Male","3","","","","8"
"Other","1988","Single parent ","Female","","","","","8"
"Other","1988","Couple + C. LE 16 ","Male","7","","","","8"
"Other","1988","Couple + C. LE 16 ","Female","4","","","","8"
"Other","1988","Couple + C. GT 16 ","Male","3","","","","8"
"Other","1988","Couple + C. GT 16 ","Female","3","","","","8"
"Other","1988","Couple + C. LE and GT 16","Male","1","","","","8"
"Other","1988","Couple + C. LE and GT 16","Female","1","","","","8"
"Other","1988","1-pers.-HH","Male","5","","","","8"
"Other","1988","1-pers.-HH","Female","6","","","","8"
"Other","1988","(Married) couple without C. ","Male","8","","","","8"
"PDS/Linke","1988","1-pers.-HH","Male","","","","","5"
"PDS/Linke","1988","1-pers.-HH","Female","","","","","5"
"PDS/Linke","1988","(Married) couple without C. ","Male","","","","","5"
"PDS/Linke","1988","(Married) couple without C. ","Female","","","","","5"
"PDS/Linke","1988","Single parent ","Male","","","","","5"
"PDS/Linke","1988","Couple + C. LE 16 ","Male","","","","","5"
"PDS/Linke","1988","Couple + C. LE 16 ","Female","","","","","5"
"PDS/Linke","1988","Couple + C. GT 16 ","Male","","","","","5"
"PDS/Linke","1988","Couple + C. GT 16 ","Female","","","","","5"
"PDS/Linke","1988","Couple + C. LE and GT 16","Male","","","","","5"
"PDS/Linke","1988","Single parent ","Female","","","","","5"
"PDS/Linke","1988","Couple + C. LE and GT 16","Female","","","","","5"
"SPD","1988","1-pers.-HH","Female","152","0.418254114322809","0.368060564951592","0.468447663694027","1"
"SPD","1988","Couple + C. LE and GT 16","Female","83","0.383898142382852","0.310575348795811","0.457220935969893","1"
"SPD","1988","1-pers.-HH","Male","126","0.487453953649431","0.425244628067567","0.549663279231295","1"
"SPD","1988","Single parent ","Female","66","0.463919515736964","0.380105826656251","0.547733204817677","1"
"SPD","1988","Couple + C. LE 16 ","Male","356","0.52795526280881","0.489157232771651","0.566753292845969","1"
"SPD","1988","Couple + C. LE and GT 16","Male","140","0.426861508773696","0.366506749283606","0.487216268263786","1"
"SPD","1988","Single parent ","Male","45","0.502891551841443","0.400163243446389","0.605619860236497","1"
"SPD","1988","Couple + C. LE 16 ","Female","283","0.492554958641861","0.450543235437018","0.534566681846703","1"
"SPD","1988","Couple + C. GT 16 ","Male","317","0.408415374801421","0.371361449328417","0.445469300274424","1"
"SPD","1988","Couple + C. GT 16 ","Female","215","0.405370975527026","0.361631377537779","0.449110573516273","1"
"SPD","1988","(Married) couple without C. ","Male","374","0.512147027432306","0.475559730994572","0.54873432387004","1"
"SPD","1988","(Married) couple without C. ","Female","312","0.495189048183786","0.455960187437936","0.534417908929637","1"
"AfD","1989","1-pers.-HH","Male","","","","","7"
"AfD","1989","1-pers.-HH","Female","","","","","7"
"AfD","1989","(Married) couple without C. ","Male","","","","","7"
"AfD","1989","(Married) couple without C. ","Female","","","","","7"
"AfD","1989","Single parent ","Male","","","","","7"
"AfD","1989","Single parent ","Female","","","","","7"
"AfD","1989","Couple + C. LE 16 ","Male","","","","","7"
"AfD","1989","Couple + C. GT 16 ","Male","","","","","7"
"AfD","1989","Couple + C. GT 16 ","Female","","","","","7"
"AfD","1989","Couple + C. LE and GT 16","Male","","","","","7"
"AfD","1989","Couple + C. LE and GT 16","Female","","","","","7"
"AfD","1989","Couple + C. LE 16 ","Female","","","","","7"
"CDU/CSU","1989","Couple + C. LE 16 ","Male","169","0.31302004765399","0.276310759571906","0.349729335736075","2"
"CDU/CSU","1989","(Married) couple without C. ","Male","256","0.377741643188846","0.34192832486337","0.413554961514321","2"
"CDU/CSU","1989","(Married) couple without C. ","Female","243","0.422069428631206","0.382149550168707","0.461989307093704","2"
"CDU/CSU","1989","1-pers.-HH","Female","145","0.423804809703592","0.372758471258491","0.474851148148693","2"
"CDU/CSU","1989","Single parent ","Male","26","","","","2"
"CDU/CSU","1989","Single parent ","Female","44","0.352224448316287","0.271945687138111","0.432503209494463","2"
"CDU/CSU","1989","Couple + C. GT 16 ","Male","257","0.46847757009718","0.429877705937844","0.507077434256517","2"
"CDU/CSU","1989","1-pers.-HH","Male","64","0.276126144329144","0.22048353847767","0.331768750180618","2"
"CDU/CSU","1989","Couple + C. LE 16 ","Female","137","0.307619929723474","0.266963896266173","0.348275963180775","2"
"CDU/CSU","1989","Couple + C. GT 16 ","Female","176","0.472082266667145","0.425169026303789","0.518995507030501","2"
"CDU/CSU","1989","Couple + C. LE and GT 16","Male","73","0.418308507852017","0.355639283831593","0.48097773187244","2"
"CDU/CSU","1989","Couple + C. LE and GT 16","Female","55","0.435102704859022","0.360577312783626","0.509628096934417","2"
"FDP","1989","Couple + C. GT 16 ","Female","11","","","","3"
"FDP","1989","Couple + C. LE and GT 16","Male","5","","","","3"
"FDP","1989","Couple + C. GT 16 ","Male","17","","","","3"
"FDP","1989","Couple + C. LE and GT 16","Female","3","","","","3"
"FDP","1989","Couple + C. LE 16 ","Female","13","","","","3"
"FDP","1989","Single parent ","Male","1","","","","3"
"FDP","1989","(Married) couple without C. ","Male","18","","","","3"
"FDP","1989","1-pers.-HH","Male","10","","","","3"
"FDP","1989","1-pers.-HH","Female","17","","","","3"
"FDP","1989","(Married) couple without C. ","Female","12","","","","3"
"FDP","1989","Single parent ","Female","5","","","","3"
"FDP","1989","Couple + C. LE 16 ","Male","21","","","","3"
"NPD","1989","(Married) couple without C. ","Male","","","","","6"
"NPD","1989","(Married) couple without C. ","Female","","","","","6"
"NPD","1989","Couple + C. LE 16 ","Female","","","","","6"
"NPD","1989","Couple + C. GT 16 ","Male","","","","","6"
"NPD","1989","1-pers.-HH","Male","","","","","6"
"NPD","1989","1-pers.-HH","Female","","","","","6"
"NPD","1989","Single parent ","Male","","","","","6"
"NPD","1989","Single parent ","Female","","","","","6"
"NPD","1989","Couple + C. LE 16 ","Male","","","","","6"
"NPD","1989","Couple + C. GT 16 ","Female","","","","","6"
"NPD","1989","Couple + C. LE and GT 16","Male","","","","","6"
"NPD","1989","Couple + C. LE and GT 16","Female","","","","","6"
"Other","1989","1-pers.-HH","Male","15","","","","8"
"Other","1989","1-pers.-HH","Female","9","","","","8"
"Other","1989","(Married) couple without C. ","Male","40","0.0590601552348971","0.0416464983389943","0.0764738121308","8"
"Other","1989","(Married) couple without C. ","Female","19","","","","8"
"Other","1989","Couple + C. LE 16 ","Female","13","","","","8"
"Other","1989","Couple + C. GT 16 ","Male","30","0.0501075573641339","0.033231561535232","0.0669835531930357","8"
"Other","1989","Single parent ","Male","10","","","","8"
"Other","1989","Single parent ","Female","7","","","","8"
"Other","1989","Couple + C. LE 16 ","Male","19","","","","8"
"Other","1989","Couple + C. GT 16 ","Female","7","","","","8"
"Other","1989","Couple + C. LE and GT 16","Male","11","","","","8"
"Other","1989","Couple + C. LE and GT 16","Female","2","","","","8"
"PDS/Linke","1989","1-pers.-HH","Male","","","","","5"
"PDS/Linke","1989","1-pers.-HH","Female","","","","","5"
"PDS/Linke","1989","(Married) couple without C. ","Male","","","","","5"
"PDS/Linke","1989","(Married) couple without C. ","Female","","","","","5"
"PDS/Linke","1989","Single parent ","Male","","","","","5"
"PDS/Linke","1989","Single parent ","Female","","","","","5"
"PDS/Linke","1989","Couple + C. LE 16 ","Male","","","","","5"
"PDS/Linke","1989","Couple + C. LE 16 ","Female","","","","","5"
"PDS/Linke","1989","Couple + C. GT 16 ","Male","","","","","5"
"PDS/Linke","1989","Couple + C. GT 16 ","Female","","","","","5"
"PDS/Linke","1989","Couple + C. LE and GT 16","Male","","","","","5"
"PDS/Linke","1989","Couple + C. LE and GT 16","Female","","","","","5"
"SPD","1989","Couple + C. LE and GT 16","Female","93","0.451977851078304","0.377164128914293","0.526791573242315","1"
"SPD","1989","1-pers.-HH","Female","160","0.440790351059673","0.389504188047086","0.49207651407226","1"
"SPD","1989","1-pers.-HH","Male","129","0.50957689248396","0.44735938967625","0.571794395291671","1"
"SPD","1989","Single parent ","Female","64","0.436428341661063","0.353077559019649","0.519779124302477","1"
"SPD","1989","Couple + C. LE 16 ","Male","366","0.558511292333251","0.519202144157254","0.597820440509248","1"
"SPD","1989","Couple + C. LE 16 ","Female","274","0.526092454632847","0.482105556266185","0.570079352999509","1"
"SPD","1989","Couple + C. LE and GT 16","Male","139","0.463602907333748","0.400248636689104","0.526957177978392","1"
"SPD","1989","Single parent ","Male","44","0.438036951328601","0.337738686900216","0.538335215756985","1"
"SPD","1989","Couple + C. GT 16 ","Female","210","0.420583148870384","0.374193086390053","0.466973211350714","1"
"SPD","1989","Couple + C. GT 16 ","Male","304","0.403054955429905","0.365112111000107","0.440997799859702","1"
"SPD","1989","(Married) couple without C. ","Female","284","0.47477109707086","0.434408800179732","0.515133393961987","1"
"SPD","1989","(Married) couple without C. ","Male","364","0.505493622688739","0.468561391093068","0.54242585428441","1"
"AfD","1990","1-pers.-HH","Male","","","","","7"
"AfD","1990","1-pers.-HH","Female","","","","","7"
"AfD","1990","(Married) couple without C. ","Male","","","","","7"
"AfD","1990","(Married) couple without C. ","Female","","","","","7"
"AfD","1990","Single parent ","Male","","","","","7"
"AfD","1990","Single parent ","Female","","","","","7"
"AfD","1990","Couple + C. LE 16 ","Male","","","","","7"
"AfD","1990","Couple + C. GT 16 ","Female","","","","","7"
"AfD","1990","Couple + C. GT 16 ","Male","","","","","7"
"AfD","1990","Couple + C. LE and GT 16","Male","","","","","7"
"AfD","1990","Couple + C. LE and GT 16","Female","","","","","7"
"AfD","1990","Couple + C. LE 16 ","Female","","","","","7"
"CDU/CSU","1990","1-pers.-HH","Male","72","0.326022700493363","0.267206125288781","0.384839275697945","2"
"CDU/CSU","1990","1-pers.-HH","Female","155","0.44126677830877","0.390604143624039","0.4919294129935","2"
"CDU/CSU","1990","(Married) couple without C. ","Male","289","0.407679028402274","0.372439869785583","0.442918187018965","2"
"CDU/CSU","1990","(Married) couple without C. ","Female","260","0.415833727873058","0.377914993113391","0.453752462632725","2"
"CDU/CSU","1990","Couple + C. LE 16 ","Male","192","0.35101761133955","0.313110529423511","0.388924693255588","2"
"CDU/CSU","1990","Single parent ","Male","37","0.404852719052565","0.310056670274399","0.499648767830731","2"
"CDU/CSU","1990","Single parent ","Female","38","0.320647102263531","0.241326930426373","0.39996727410069","2"
"CDU/CSU","1990","Couple + C. GT 16 ","Male","270","0.48481780581398","0.446068193211972","0.523567418415988","2"
"CDU/CSU","1990","Couple + C. LE 16 ","Female","137","0.291917047320361","0.251784527436431","0.33204956720429","2"
"CDU/CSU","1990","Couple + C. GT 16 ","Female","180","0.464269205675096","0.417932374535996","0.510606036814195","2"
"CDU/CSU","1990","Couple + C. LE and GT 16","Male","59","0.373516321549903","0.310309128482697","0.436723514617109","2"
"CDU/CSU","1990","Couple + C. LE and GT 16","Female","49","0.404620316703752","0.327101242244945","0.48213939116256","2"
"FDP","1990","Couple + C. GT 16 ","Male","24","","","","3"
"FDP","1990","Couple + C. GT 16 ","Female","15","","","","3"
"FDP","1990","Couple + C. LE and GT 16","Male","9","","","","3"
"FDP","1990","Couple + C. LE 16 ","Female","17","","","","3"
"FDP","1990","Couple + C. LE and GT 16","Female","7","","","","3"
"FDP","1990","Single parent ","Male","1","","","","3"
"FDP","1990","1-pers.-HH","Male","18","","","","3"
"FDP","1990","1-pers.-HH","Female","21","","","","3"
"FDP","1990","(Married) couple without C. ","Male","25","","","","3"
"FDP","1990","Couple + C. LE 16 ","Male","22","","","","3"
"FDP","1990","(Married) couple without C. ","Female","19","","","","3"
"FDP","1990","Single parent ","Female","9","","","","3"
"NPD","1990","(Married) couple without C. ","Male","14","","","","6"
"NPD","1990","(Married) couple without C. ","Female","7","","","","6"
"NPD","1990","Couple + C. LE 16 ","Female","1","","","","6"
"NPD","1990","Couple + C. GT 16 ","Male","13","","","","6"
"NPD","1990","1-pers.-HH","Male","6","","","","6"
"NPD","1990","1-pers.-HH","Female","3","","","","6"
"NPD","1990","Single parent ","Male","4","","","","6"
"NPD","1990","Single parent ","Female","3","","","","6"
"NPD","1990","Couple + C. LE 16 ","Male","7","","","","6"
"NPD","1990","Couple + C. GT 16 ","Female","8","","","","6"
"NPD","1990","Couple + C. LE and GT 16","Male","4","","","","6"
"NPD","1990","Couple + C. LE and GT 16","Female","1","","","","6"
"Other","1990","1-pers.-HH","Male","1","","","","8"
"Other","1990","1-pers.-HH","Female","4","","","","8"
"Other","1990","(Married) couple without C. ","Male","4","","","","8"
"Other","1990","(Married) couple without C. ","Female","1","","","","8"
"Other","1990","Single parent ","Male","3","","","","8"
"Other","1990","Single parent ","Female","1","","","","8"
"Other","1990","Couple + C. LE 16 ","Male","4","","","","8"
"Other","1990","Couple + C. LE 16 ","Female","2","","","","8"
"Other","1990","Couple + C. GT 16 ","Male","4","","","","8"
"Other","1990","Couple + C. GT 16 ","Female","2","","","","8"
"Other","1990","Couple + C. LE and GT 16","Male","1","","","","8"
"Other","1990","Couple + C. LE and GT 16","Female","","","","","8"
"PDS/Linke","1990","1-pers.-HH","Male","","","","","5"
"PDS/Linke","1990","1-pers.-HH","Female","","","","","5"
"PDS/Linke","1990","(Married) couple without C. ","Female","","","","","5"
"PDS/Linke","1990","Single parent ","Male","","","","","5"
"PDS/Linke","1990","Couple + C. LE 16 ","Male","","","","","5"
"PDS/Linke","1990","(Married) couple without C. ","Male","","","","","5"
"PDS/Linke","1990","Single parent ","Female","","","","","5"
"PDS/Linke","1990","Couple + C. LE 16 ","Female","","","","","5"
"PDS/Linke","1990","Couple + C. GT 16 ","Male","","","","","5"
"PDS/Linke","1990","Couple + C. GT 16 ","Female","","","","","5"
"PDS/Linke","1990","Couple + C. LE and GT 16","Male","","","","","5"
"PDS/Linke","1990","Couple + C. LE and GT 16","Female","","","","","5"
"SPD","1990","1-pers.-HH","Male","124","0.484068827647028","0.421363762935649","0.546773892358407","1"
"SPD","1990","Couple + C. LE and GT 16","Female","91","0.496454625884579","0.417487411774036","0.575421839995122","1"
"SPD","1990","1-pers.-HH","Female","174","0.461677574139143","0.410811814608673","0.512543333669613","1"
"SPD","1990","(Married) couple without C. ","Male","382","0.501908787741401","0.466053382958906","0.537764192523897","1"
"SPD","1990","(Married) couple without C. ","Female","335","0.503878998277623","0.465412497850364","0.542345498704881","1"
"SPD","1990","Single parent ","Female","68","0.494305514442888","0.409335810087261","0.579275218798514","1"
"SPD","1990","Couple + C. LE 16 ","Male","358","0.545377614758835","0.505830618126683","0.584924611390988","1"
"SPD","1990","Couple + C. LE 16 ","Female","278","0.544340702230416","0.500378427670438","0.588302976790393","1"
"SPD","1990","Couple + C. LE and GT 16","Male","142","0.506506513463111","0.441179912514075","0.571833114412147","1"
