"party","year","migback","pgisced97","n","percent","lower_confidence","upper_confidence","value"
"AfD","1987","indirect migration background","middle vocational","","","","","7"
"AfD","1987","indirect migration background","vocational + Abi","","","","","7"
"AfD","1987","indirect migration background","higher vocational","","","","","7"
"AfD","1987","indirect migration background","higher education","","","","","7"
"CDU/CSU","1987","no migration background","vocational + Abi","50","0.42339455726902","0.332294033590816","0.514495080947224","2"
"CDU/CSU","1987","no migration background","in school","20","","","","2"
"CDU/CSU","1987","no migration background","higher education","190","0.423847493674285","0.37921910827466","0.468475879073911","2"
"CDU/CSU","1987","no migration background","inadequately","6","","","","2"
"CDU/CSU","1987","direct migration background","inadequately","25","","","","2"
"CDU/CSU","1987","direct migration background","general elemantary","55","0.325609544371086","0.269401725717277","0.381817363024896","2"
"CDU/CSU","1987","no migration background","general elemantary","503","0.463955038884378","0.434376594550116","0.49353348321864","2"
"CDU/CSU","1987","no migration background","higher vocational","186","0.574922288403024","0.522220120459979","0.627624456346068","2"
"CDU/CSU","1987","no migration background","middle vocational","1211","0.452689909944997","0.43388688605214","0.471492933837853","2"
"CDU/CSU","1987","direct migration background","in school","3","","","","2"
"CDU/CSU","1987","direct migration background","middle vocational","95","0.436768890643262","0.384356009229493","0.489181772057031","2"
"CDU/CSU","1987","direct migration background","vocational + Abi","7","","","","2"
"CDU/CSU","1987","direct migration background","higher vocational","17","","","","2"
"CDU/CSU","1987","direct migration background","higher education","17","","","","2"
"CDU/CSU","1987","indirect migration background","inadequately","","","","","2"
"CDU/CSU","1987","indirect migration background","in school","1","","","","2"
"CDU/CSU","1987","indirect migration background","general elemantary","5","","","","2"
"CDU/CSU","1987","indirect migration background","vocational + Abi","1","","","","2"
"CDU/CSU","1987","indirect migration background","middle vocational","11","","","","2"
"CDU/CSU","1987","indirect migration background","higher vocational","","","","","2"
"CDU/CSU","1987","indirect migration background","higher education","1","","","","2"
"FDP","1987","no migration background","in school","2","","","","3"
"FDP","1987","no migration background","inadequately","2","","","","3"
"FDP","1987","no migration background","general elemantary","26","","","","3"
"FDP","1987","no migration background","middle vocational","139","0.0564364853395901","0.0477193033525815","0.0651536673265987","3"
"FDP","1987","no migration background","vocational + Abi","6","","","","3"
"FDP","1987","direct migration background","higher vocational","2","","","","3"
"FDP","1987","indirect migration background","in school","","","","","3"
"FDP","1987","indirect migration background","vocational + Abi","","","","","3"
"FDP","1987","no migration background","higher vocational","23","","","","3"
"FDP","1987","no migration background","higher education","61","0.135571892768776","0.104655635897571","0.166488149639981","3"
"FDP","1987","direct migration background","inadequately","2","","","","3"
"FDP","1987","direct migration background","general elemantary","4","","","","3"
"FDP","1987","direct migration background","middle vocational","3","","","","3"
"FDP","1987","indirect migration background","general elemantary","","","","","3"
"FDP","1987","direct migration background","in school","","","","","3"
"FDP","1987","direct migration background","vocational + Abi","1","","","","3"
"FDP","1987","direct migration background","higher education","6","","","","3"
"FDP","1987","indirect migration background","inadequately","","","","","3"
"FDP","1987","indirect migration background","middle vocational","","","","","3"
"FDP","1987","indirect migration background","higher vocational","","","","","3"
"FDP","1987","indirect migration background","higher education","","","","","3"
"NPD","1987","no migration background","general elemantary","","","","","6"
"NPD","1987","no migration background","higher vocational","","","","","6"
"NPD","1987","no migration background","inadequately","","","","","6"
"NPD","1987","no migration background","in school","","","","","6"
"NPD","1987","no migration background","middle vocational","","","","","6"
"NPD","1987","no migration background","vocational + Abi","","","","","6"
"NPD","1987","no migration background","higher education","","","","","6"
"NPD","1987","direct migration background","in school","","","","","6"
"NPD","1987","direct migration background","inadequately","","","","","6"
"NPD","1987","indirect migration background","middle vocational","","","","","6"
"NPD","1987","indirect migration background","vocational + Abi","","","","","6"
"NPD","1987","indirect migration background","higher vocational","","","","","6"
"NPD","1987","direct migration background","general elemantary","","","","","6"
"NPD","1987","direct migration background","middle vocational","","","","","6"
"NPD","1987","direct migration background","vocational + Abi","","","","","6"
"NPD","1987","direct migration background","higher vocational","","","","","6"
"NPD","1987","direct migration background","higher education","","","","","6"
"NPD","1987","indirect migration background","in school","","","","","6"
"NPD","1987","indirect migration background","inadequately","","","","","6"
"NPD","1987","indirect migration background","general elemantary","","","","","6"
"NPD","1987","indirect migration background","higher education","","","","","6"
"Other","1987","no migration background","general elemantary","6","","","","8"
"Other","1987","no migration background","inadequately","","","","","8"
"Other","1987","no migration background","in school","1","","","","8"
"Other","1987","no migration background","middle vocational","23","","","","8"
